forecaster,cycle,date,state,call,class,incumbent,source,url,notes
Cook,2020,11/08/2019,OR,Solid D,ii,,,,
Cook,2020,11/08/2019,RI,Solid D,ii,,,,
Cook,2020,11/08/2019,SC,Solid R,ii,,,,
Cook,2020,11/08/2019,SD,Solid R,ii,,,,
Cook,2020,11/08/2019,TN,Solid R,ii,,,,
Cook,2020,11/08/2019,TX,Solid R,ii,,,,
Cook,2020,11/08/2019,VA,Solid D,ii,,,,
Cook,2020,11/08/2019,WV,Solid R,ii,,,,
Cook,2020,11/08/2019,WY,Solid R,ii,,,,
Cook,2020,11/30/2018,AK,Solid R,ii,,,,
Cook,2020,11/30/2018,AL,Lean D,ii,,,,
Cook,2020,11/30/2018,AR,Solid R,ii,,,,
Cook,2020,11/30/2018,AZ,Lean R,iii,,,,
Cook,2020,11/30/2018,CO,Lean R,ii,,,,
Cook,2020,11/30/2018,DE,Solid D,ii,,,,
Cook,2020,11/30/2018,GA,Likely R,ii,,,,
Cook,2020,11/30/2018,IA,Solid R,ii,,,,
Cook,2020,11/30/2018,ID,Solid R,ii,,,,
Cook,2020,11/30/2018,IL,Solid D,ii,,,,
Cook,2020,11/30/2018,KS,Solid R,ii,,,,
Cook,2020,11/30/2018,KY,Likely R,ii,,,,
Cook,2020,11/30/2018,LA,Solid R,ii,,,,
Cook,2020,11/30/2018,MA,Solid D,ii,,,,
Cook,2020,11/30/2018,ME,Lean R,ii,,,,
Cook,2020,11/30/2018,MI,Solid D,ii,,,,
Cook,2020,11/30/2018,MN,Likely D,ii,,,,
Cook,2020,11/30/2018,MS,Likely R,ii,,,,
Cook,2020,11/30/2018,MT,Solid R,ii,,,,
Cook,2020,11/30/2018,NC,Likely R,ii,,,,
Cook,2020,11/30/2018,NE,Solid R,ii,,,,
Cook,2020,11/30/2018,NH,Solid D,ii,,,,
Cook,2020,11/30/2018,NJ,Solid D,ii,,,,
Cook,2020,11/30/2018,NM,Solid D,ii,,,,
Cook,2020,11/30/2018,OK,Solid R,ii,,,,
Cook,2020,11/30/2018,OR,Solid D,ii,,,,
Cook,2020,11/30/2018,RI,Solid D,ii,,,,
Cook,2020,11/30/2018,SC,Solid R,ii,,,,
Cook,2020,11/30/2018,SD,Solid R,ii,,,,
Cook,2020,11/30/2018,TN,Solid R,ii,,,,
Cook,2020,11/30/2018,TX,Solid R,ii,,,,
Cook,2020,11/30/2018,VA,Solid D,ii,,,,
Cook,2020,11/30/2018,WV,Solid R,ii,,,,
Cook,2020,11/30/2018,WY,Solid R,ii,,,,
Cook,2020,12/17/2018,AK,Solid R,ii,,,,
Cook,2020,12/17/2018,AL,Lean D,ii,,,,
Cook,2020,12/17/2018,AR,Solid R,ii,,,,
Cook,2020,12/17/2018,AZ,Lean R,iii,,,,
Cook,2020,12/17/2018,CO,Lean R,ii,,,,
Cook,2020,12/17/2018,DE,Solid D,ii,,,,
Cook,2020,12/17/2018,GA,Likely R,ii,,,,
Cook,2020,12/17/2018,IA,Solid R,ii,,,,
Cook,2020,12/17/2018,ID,Solid R,ii,,,,
Cook,2020,12/17/2018,IL,Solid D,ii,,,,
Cook,2020,12/17/2018,KS,Solid R,ii,,,,
Cook,2020,12/17/2018,KY,Likely R,ii,,,,
Cook,2020,12/17/2018,LA,Solid R,ii,,,,
Cook,2020,12/17/2018,MA,Solid D,ii,,,,
Cook,2020,12/17/2018,ME,Lean R,ii,,,,
Cook,2020,12/17/2018,MI,Solid D,ii,,,,
Cook,2020,12/17/2018,MN,Likely D,ii,,,,
Cook,2020,12/17/2018,MS,Likely R,ii,,,,
Cook,2020,12/17/2018,MT,Solid R,ii,,,,
Cook,2020,12/17/2018,NC,Likely R,ii,,,,
Cook,2020,12/17/2018,NE,Solid R,ii,,,,
Cook,2020,12/17/2018,NH,Solid D,ii,,,,
Cook,2020,12/17/2018,NJ,Solid D,ii,,,,
Cook,2020,12/17/2018,NM,Solid D,ii,,,,
Cook,2020,12/17/2018,OK,Solid R,ii,,,,
Cook,2020,12/17/2018,OR,Solid D,ii,,,,
Cook,2020,12/17/2018,RI,Solid D,ii,,,,
Cook,2020,12/17/2018,SC,Solid R,ii,,,,
Cook,2020,12/17/2018,SD,Solid R,ii,,,,
Cook,2020,12/17/2018,TN,Likely R,ii,,,,
Cook,2020,12/17/2018,TX,Solid R,ii,,,,
Cook,2020,12/17/2018,VA,Solid D,ii,,,,
Cook,2020,12/17/2018,WV,Solid R,ii,,,,
Cook,2020,12/17/2018,WY,Solid R,ii,,,,
Cook,2022,01/14/2021,AK,Solid R,iii,,,,
Cook,2022,01/14/2021,AL,Solid R,iii,,,,
Cook,2022,01/14/2021,AR,Solid R,iii,,,,
Cook,2022,01/14/2021,AZ,Lean D,iii,,,,
Cook,2022,01/14/2021,CA,Solid D,iii,,,,
Cook,2022,01/14/2021,CO,Solid D,iii,,,,
Cook,2022,01/14/2021,CT,Solid D,iii,,,,
Cook,2022,01/14/2021,FL,Likely R,iii,,,,
Cook,2022,01/14/2021,GA,Lean D,iii,,,,
Cook,2022,01/14/2021,HI,Solid D,iii,,,,
Cook,2022,01/14/2021,IA,Solid R,iii,,,,
Cook,2022,01/14/2021,ID,Solid R,iii,,,,
Cook,2022,01/14/2021,IL,Solid D,iii,,,,
Cook,2022,01/14/2021,IN,Solid R,iii,,,,
Cook,2022,01/14/2021,KS,Solid R,iii,,,,
Cook,2022,01/14/2021,KY,Solid R,iii,,,,
Cook,2022,01/14/2021,LA,Solid R,iii,,,,
Cook,2022,01/14/2021,MD,Solid D,iii,,,,
Cook,2022,01/14/2021,MO,Solid R,iii,,,,
Cook,2022,01/14/2021,NC,Toss-up,iii,,,,
Cook,2022,01/14/2021,ND,Solid R,iii,,,,
Cook,2022,01/14/2021,NH,Likely D,iii,,,,
Cook,2022,01/14/2021,NV,Likely D,iii,,,,
Cook,2022,01/14/2021,NY,Solid D,iii,,,,
Cook,2022,01/14/2021,OH,Solid R,iii,,,,
Cook,2022,01/14/2021,OK,Solid R,iii,,,,
Cook,2022,01/14/2021,OR,Solid D,iii,,,,
Cook,2022,01/14/2021,PA,Toss-up,iii,,,,
Cook,2022,01/14/2021,SC,Solid R,iii,,,,
Cook,2022,01/14/2021,SD,Solid R,iii,,,,
Cook,2022,01/14/2021,UT,Solid R,iii,,,,
Cook,2022,01/14/2021,VT,Solid D,iii,,,,
Cook,2022,01/14/2021,WA,Solid D,iii,,,,
Cook,2022,01/14/2021,WI,Lean R,iii,,,,
Cook,2022,01/25/2021,AK,Solid R,iii,,,,
Cook,2022,01/25/2021,AL,Solid R,iii,,,,
Cook,2022,01/25/2021,AR,Solid R,iii,,,,
Cook,2022,01/25/2021,AZ,Lean D,iii,,,,
Cook,2022,01/25/2021,CA,Solid D,iii,,,,
Cook,2022,01/25/2021,CO,Solid D,iii,,,,
Cook,2022,01/25/2021,CT,Solid D,iii,,,,
Cook,2022,01/25/2021,FL,Likely R,iii,,,,
Cook,2022,01/25/2021,GA,Lean D,iii,,,,
Cook,2022,01/25/2021,HI,Solid D,iii,,,,
Cook,2022,01/25/2021,IA,Solid R,iii,,,,
Cook,2022,01/25/2021,ID,Solid R,iii,,,,
Cook,2022,01/25/2021,IL,Solid D,iii,,,,
Cook,2022,01/25/2021,IN,Solid R,iii,,,,
Cook,2022,01/25/2021,KS,Solid R,iii,,,,
Cook,2022,01/25/2021,KY,Solid R,iii,,,,
Cook,2022,01/25/2021,LA,Solid R,iii,,,,
Cook,2022,01/25/2021,MD,Solid D,iii,,,,
Cook,2022,01/25/2021,MO,Solid R,iii,,,,
Cook,2022,01/25/2021,NC,Toss-up,iii,,,,
Cook,2022,01/25/2021,ND,Solid R,iii,,,,
Cook,2022,01/25/2021,NH,Likely D,iii,,,,
Cook,2022,01/25/2021,NV,Likely D,iii,,,,
Cook,2022,01/25/2021,NY,Solid D,iii,,,,
Cook,2022,01/25/2021,OH,Lean R,iii,,,,
Cook,2022,01/25/2021,OK,Solid R,iii,,,,
Cook,2022,01/25/2021,OR,Solid D,iii,,,,
Cook,2022,01/25/2021,PA,Toss-up,iii,,,,
Cook,2022,01/25/2021,SC,Solid R,iii,,,,
Cook,2022,01/25/2021,SD,Solid R,iii,,,,
Cook,2022,01/25/2021,UT,Solid R,iii,,,,
Cook,2022,01/25/2021,VT,Solid D,iii,,,,
Cook,2022,01/25/2021,WA,Solid D,iii,,,,
Cook,2022,01/25/2021,WI,Lean R,iii,,,,
Cook,2022,02/25/2022,AK,Solid R,iii,,,,
Cook,2022,02/25/2022,AL,Solid R,iii,,,,
Cook,2022,02/25/2022,AR,Solid R,iii,,,,
Cook,2022,02/25/2022,AZ,Toss-up,iii,,,,
Cook,2022,02/25/2022,CA,Solid D,iii,,,,
Cook,2022,02/25/2022,CO,Likely D,iii,,,,
Cook,2022,02/25/2022,CT,Solid D,iii,,,,
Cook,2022,02/25/2022,FL,Lean R,iii,,,,
Cook,2022,02/25/2022,GA,Toss-up,iii,,,,
Cook,2022,02/25/2022,HI,Solid D,iii,,,,
Cook,2022,02/25/2022,IA,Solid R,iii,,,,
Cook,2022,02/25/2022,ID,Solid R,iii,,,,
Cook,2022,02/25/2022,IL,Solid D,iii,,,,
Cook,2022,02/25/2022,IN,Solid R,iii,,,,
Cook,2022,02/25/2022,KS,Solid R,iii,,,,
Cook,2022,02/25/2022,KY,Solid R,iii,,,,
Cook,2022,02/25/2022,LA,Solid R,iii,,,,
Cook,2022,02/25/2022,MD,Solid D,iii,,,,
Cook,2022,02/25/2022,MO,Solid R,iii,,,,
Cook,2022,02/25/2022,NC,Lean R,iii,,,,
Cook,2022,02/25/2022,ND,Solid R,iii,,,,
Cook,2022,02/25/2022,NH,Lean D,iii,,,,
Cook,2022,02/25/2022,NV,Toss-up,iii,,,,
Cook,2022,02/25/2022,NY,Solid D,iii,,,,
Cook,2022,02/25/2022,OH,Lean R,iii,,,,
Cook,2022,02/25/2022,OK,Solid R,iii,,,,
Cook,2022,02/25/2022,OR,Solid D,iii,,,,
Cook,2022,02/25/2022,PA,Toss-up,iii,,,,
Cook,2022,02/25/2022,SC,Solid R,iii,,,,
Cook,2022,02/25/2022,SD,Solid R,iii,,,,
Cook,2022,02/25/2022,UT,Solid R,iii,,,,
Cook,2022,02/25/2022,VT,Solid D,iii,,,,
Cook,2022,02/25/2022,WA,Solid D,iii,,,,
Cook,2022,02/25/2022,WI,Toss-up,iii,,,,
Cook,2022,03/04/2022,AK,Solid R,iii,,,,
Cook,2022,03/04/2022,AL,Solid R,iii,,,,
Cook,2022,03/04/2022,AR,Solid R,iii,,,,
Cook,2022,03/04/2022,AZ,Toss-up,iii,,,,
Cook,2022,03/04/2022,CA,Solid D,iii,,,,
Cook,2022,03/04/2022,CO,Likely D,iii,,,,
Cook,2022,03/04/2022,CT,Solid D,iii,,,,
Cook,2022,03/04/2022,FL,Lean R,iii,,,,
Cook,2022,03/04/2022,GA,Toss-up,iii,,,,
Cook,2022,03/04/2022,HI,Solid D,iii,,,,
Cook,2022,03/04/2022,IA,Solid R,iii,,,,
Cook,2022,03/04/2022,ID,Solid R,iii,,,,
Cook,2022,03/04/2022,IL,Solid D,iii,,,,
Cook,2022,03/04/2022,IN,Solid R,iii,,,,
Cook,2022,03/04/2022,KS,Solid R,iii,,,,
Cook,2022,03/04/2022,KY,Solid R,iii,,,,
Cook,2022,03/04/2022,LA,Solid R,iii,,,,
Cook,2022,03/04/2022,MD,Solid D,iii,,,,
Cook,2022,03/04/2022,MO,Solid R,iii,,,,
Cook,2022,03/04/2022,NC,Lean R,iii,,,,
Cook,2022,03/04/2022,ND,Solid R,iii,,,,
Cook,2022,03/04/2022,NH,Lean D,iii,,,,
Cook,2022,03/04/2022,NV,Toss-up,iii,,,,
Cook,2022,03/04/2022,NY,Solid D,iii,,,,
Cook,2022,03/04/2022,OH,Lean R,iii,,,,
Cook,2022,03/04/2022,OK,Solid R,ii,,,,
Cook,2022,03/04/2022,OK,Solid R,iii,,,,
Cook,2022,03/04/2022,OR,Solid D,iii,,,,
Cook,2022,03/04/2022,PA,Toss-up,iii,,,,
Cook,2022,03/04/2022,SC,Solid R,iii,,,,
Cook,2022,03/04/2022,SD,Solid R,iii,,,,
Cook,2022,03/04/2022,UT,Solid R,iii,,,,
Cook,2022,03/04/2022,VT,Solid D,iii,,,,
Cook,2022,03/04/2022,WA,Solid D,iii,,,,
Cook,2022,03/04/2022,WI,Toss-up,iii,,,,
Cook,2022,07/16/2021,AK,Solid R,iii,,,,
Cook,2022,07/16/2021,AL,Solid R,iii,,,,
Cook,2022,07/16/2021,AR,Solid R,iii,,,,
Cook,2022,07/16/2021,AZ,Lean D,iii,,,,
Cook,2022,07/16/2021,CA,Solid D,iii,,,,
Cook,2022,07/16/2021,CO,Solid D,iii,,,,
Cook,2022,07/16/2021,CT,Solid D,iii,,,,
Cook,2022,07/16/2021,FL,Lean R,iii,,,,
Cook,2022,07/16/2021,GA,Lean D,iii,,,,
Cook,2022,07/16/2021,HI,Solid D,iii,,,,
Cook,2022,07/16/2021,IA,Solid R,iii,,,,
Cook,2022,07/16/2021,ID,Solid R,iii,,,,
Cook,2022,07/16/2021,IL,Solid D,iii,,,,
Cook,2022,07/16/2021,IN,Solid R,iii,,,,
Cook,2022,07/16/2021,KS,Solid R,iii,,,,
Cook,2022,07/16/2021,KY,Solid R,iii,,,,
Cook,2022,07/16/2021,LA,Solid R,iii,,,,
Cook,2022,07/16/2021,MD,Solid D,iii,,,,
Cook,2022,07/16/2021,MO,Solid R,iii,,,,
Cook,2022,07/16/2021,NC,Toss-up,iii,,,,
Cook,2022,07/16/2021,ND,Solid R,iii,,,,
Cook,2022,07/16/2021,NH,Lean D,iii,,,,
Cook,2022,07/16/2021,NV,Lean D,iii,,,,
Cook,2022,07/16/2021,NY,Solid D,iii,,,,
Cook,2022,07/16/2021,OH,Lean R,iii,,,,
Cook,2022,07/16/2021,OK,Solid R,iii,,,,
Cook,2022,07/16/2021,OR,Solid D,iii,,,,
Cook,2022,07/16/2021,PA,Toss-up,iii,,,,
Cook,2022,07/16/2021,SC,Solid R,iii,,,,
Cook,2022,07/16/2021,SD,Solid R,iii,,,,
Cook,2022,07/16/2021,UT,Solid R,iii,,,,
Cook,2022,07/16/2021,VT,Solid D,iii,,,,
Cook,2022,07/16/2021,WA,Solid D,iii,,,,
Cook,2022,07/16/2021,WI,Toss-up,iii,,,,
Cook,2022,08/18/2022,AK,Solid R,iii,,,,
Cook,2022,08/18/2022,AL,Solid R,iii,,,,
Cook,2022,08/18/2022,AR,Solid R,iii,,,,
Cook,2022,08/18/2022,AZ,Toss-up,iii,,,,
Cook,2022,08/18/2022,CA,Solid D,iii,,,,
Cook,2022,08/18/2022,CO,Lean D,iii,,,,
Cook,2022,08/18/2022,CT,Solid D,iii,,,,
Cook,2022,08/18/2022,FL,Lean R,iii,,,,
Cook,2022,08/18/2022,GA,Toss-up,iii,,,,
Cook,2022,08/18/2022,HI,Solid D,iii,,,,
Cook,2022,08/18/2022,IA,Solid R,iii,,,,
Cook,2022,08/18/2022,ID,Solid R,iii,,,,
Cook,2022,08/18/2022,IL,Solid D,iii,,,,
Cook,2022,08/18/2022,IN,Solid R,iii,,,,
Cook,2022,08/18/2022,KS,Solid R,iii,,,,
Cook,2022,08/18/2022,KY,Solid R,iii,,,,
Cook,2022,08/18/2022,LA,Solid R,iii,,,,
Cook,2022,08/18/2022,MD,Solid D,iii,,,,
Cook,2022,08/18/2022,MO,Solid R,iii,,,,
Cook,2022,08/18/2022,NC,Lean R,iii,,,,
Cook,2022,08/18/2022,ND,Solid R,iii,,,,
Cook,2022,08/18/2022,NH,Lean D,iii,,,,
Cook,2022,08/18/2022,NV,Toss-up,iii,,,,
Cook,2022,08/18/2022,NY,Solid D,iii,,,,
Cook,2022,08/18/2022,OH,Lean R,iii,,,,
Cook,2022,08/18/2022,OK,Solid R,ii,,,,
Cook,2022,08/18/2022,OK,Solid R,iii,,,,
Cook,2022,08/18/2022,OR,Solid D,iii,,,,
Cook,2022,08/18/2022,PA,Lean D,iii,,,,
Cook,2022,08/18/2022,SC,Solid R,iii,,,,
Cook,2022,08/18/2022,SD,Solid R,iii,,,,
Cook,2022,08/18/2022,UT,Likely R,iii,,,,
Cook,2022,08/18/2022,VT,Solid D,iii,,,,
Cook,2022,08/18/2022,WA,Solid D,iii,,,,
Cook,2022,08/18/2022,WI,Toss-up,iii,,,,
Cook,2022,09/22/2022,AK,Solid R,iii,,,,
Cook,2022,09/22/2022,AL,Solid R,iii,,,,
Cook,2022,09/22/2022,AR,Solid R,iii,,,,
Cook,2022,09/22/2022,AZ,Lean D,iii,,,,
Cook,2022,09/22/2022,CA,Solid D,iii,,,,
Cook,2022,09/22/2022,CO,Lean D,iii,,,,
Cook,2022,09/22/2022,CT,Solid D,iii,,,,
Cook,2022,09/22/2022,FL,Lean R,iii,,,,
Cook,2022,09/22/2022,GA,Toss-up,iii,,,,
Cook,2022,09/22/2022,HI,Solid D,iii,,,,
Cook,2022,09/22/2022,IA,Solid R,iii,,,,
Cook,2022,09/22/2022,ID,Solid R,iii,,,,
Cook,2022,09/22/2022,IL,Solid D,iii,,,,
Cook,2022,09/22/2022,IN,Solid R,iii,,,,
Cook,2022,09/22/2022,KS,Solid R,iii,,,,
Cook,2022,09/22/2022,KY,Solid R,iii,,,,
Cook,2022,09/22/2022,LA,Solid R,iii,,,,
Cook,2022,09/22/2022,MD,Solid D,iii,,,,
Cook,2022,09/22/2022,MO,Solid R,iii,,,,
Cook,2022,09/22/2022,NC,Lean R,iii,,,,
Cook,2022,09/22/2022,ND,Solid R,iii,,,,
Cook,2022,09/22/2022,NH,Lean D,iii,,,,
Cook,2022,09/22/2022,NV,Toss-up,iii,,,,
Cook,2022,09/22/2022,NY,Solid D,iii,,,,
Cook,2022,09/22/2022,OH,Lean R,iii,,,,
Cook,2022,09/22/2022,OK,Solid R,ii,,,,
Cook,2022,09/22/2022,OK,Solid R,iii,,,,
Cook,2022,09/22/2022,OR,Solid D,iii,,,,
Cook,2022,09/22/2022,PA,Lean D,iii,,,,
Cook,2022,09/22/2022,SC,Solid R,iii,,,,
Cook,2022,09/22/2022,SD,Solid R,iii,,,,
Cook,2022,09/22/2022,UT,Likely R,iii,,,,
Cook,2022,09/22/2022,VT,Solid D,iii,,,,
Cook,2022,09/22/2022,WA,Solid D,iii,,,,
Cook,2022,09/22/2022,WI,Toss-up,iii,,,,
Cook,2022,10/04/2022,AK,Solid R,iii,,,,
Cook,2022,10/04/2022,AL,Solid R,iii,,,,
Cook,2022,10/04/2022,AR,Solid R,iii,,,,
Cook,2022,10/04/2022,AZ,Lean D,iii,,,,
Cook,2022,10/04/2022,CA,Solid D,iii,,,,
Cook,2022,10/04/2022,CO,Lean D,iii,,,,
Cook,2022,10/04/2022,CT,Solid D,iii,,,,
Cook,2022,10/04/2022,FL,Lean R,iii,,,,
Cook,2022,10/04/2022,GA,Toss-up,iii,,,,
Cook,2022,10/04/2022,HI,Solid D,iii,,,,
Cook,2022,10/04/2022,IA,Solid R,iii,,,,
Cook,2022,10/04/2022,ID,Solid R,iii,,,,
Cook,2022,10/04/2022,IL,Solid D,iii,,,,
Cook,2022,10/04/2022,IN,Solid R,iii,,,,
Cook,2022,10/04/2022,KS,Solid R,iii,,,,
Cook,2022,10/04/2022,KY,Solid R,iii,,,,
Cook,2022,10/04/2022,LA,Solid R,iii,,,,
Cook,2022,10/04/2022,MD,Solid D,iii,,,,
Cook,2022,10/04/2022,MO,Solid R,iii,,,,
Cook,2022,10/04/2022,NC,Lean R,iii,,,,
Cook,2022,10/04/2022,ND,Solid R,iii,,,,
Cook,2022,10/04/2022,NH,Lean D,iii,,,,
Cook,2022,10/04/2022,NV,Toss-up,iii,,,,
Cook,2022,10/04/2022,NY,Solid D,iii,,,,
Cook,2022,10/04/2022,OH,Lean R,iii,,,,
Cook,2022,10/04/2022,OK,Solid R,ii,,,,
Cook,2022,10/04/2022,OK,Solid R,iii,,,,
Cook,2022,10/04/2022,OR,Solid D,iii,,,,
Cook,2022,10/04/2022,PA,Toss-up,iii,,,,
Cook,2022,10/04/2022,SC,Solid R,iii,,,,
Cook,2022,10/04/2022,SD,Solid R,iii,,,,
Cook,2022,10/04/2022,UT,Likely R,iii,,,,
Cook,2022,10/04/2022,VT,Solid D,iii,,,,
Cook,2022,10/04/2022,WA,Solid D,iii,,,,
Cook,2022,10/04/2022,WI,Toss-up,iii,,,,
Cook,2022,10/18/2022,AK,Solid R,iii,,,,
Cook,2022,10/18/2022,AL,Solid R,iii,,,,
Cook,2022,10/18/2022,AR,Solid R,iii,,,,
Cook,2022,10/18/2022,AZ,Lean D,iii,,,,
Cook,2022,10/18/2022,CA,Solid D,iii,,,,
Cook,2022,10/18/2022,CO,Lean D,iii,,,,
Cook,2022,10/18/2022,CT,Solid D,iii,,,,
Cook,2022,10/18/2022,FL,Likely R,iii,,,,
Cook,2022,10/18/2022,GA,Toss-up,iii,,,,
Cook,2022,10/18/2022,HI,Solid D,iii,,,,
Cook,2022,10/18/2022,IA,Likely R,iii,,,,
Cook,2022,10/18/2022,ID,Solid R,iii,,,,
Cook,2022,10/18/2022,IL,Solid D,iii,,,,
Cook,2022,10/18/2022,IN,Solid R,iii,,,,
Cook,2022,10/18/2022,KS,Solid R,iii,,,,
Cook,2022,10/18/2022,KY,Solid R,iii,,,,
Cook,2022,10/18/2022,LA,Solid R,iii,,,,
Cook,2022,10/18/2022,MD,Solid D,iii,,,,
Cook,2022,10/18/2022,MO,Solid R,iii,,,,
Cook,2022,10/18/2022,NC,Lean R,iii,,,,
Cook,2022,10/18/2022,ND,Solid R,iii,,,,
Cook,2022,10/18/2022,NH,Lean D,iii,,,,
Cook,2022,10/18/2022,NV,Toss-up,iii,,,,
Cook,2022,10/18/2022,NY,Solid D,iii,,,,
Cook,2022,10/18/2022,OH,Lean R,iii,,,,
Cook,2022,10/18/2022,OK,Solid R,ii,,,,
Cook,2022,10/18/2022,OK,Solid R,iii,,,,
Cook,2022,10/18/2022,OR,Solid D,iii,,,,
Cook,2022,10/18/2022,PA,Toss-up,iii,,,,
Cook,2022,10/18/2022,SC,Solid R,iii,,,,
Cook,2022,10/18/2022,SD,Solid R,iii,,,,
Cook,2022,10/18/2022,UT,Likely R,iii,,,,
Cook,2022,10/18/2022,VT,Solid D,iii,,,,
Cook,2022,10/18/2022,WA,Likely D,iii,,,,
Cook,2022,10/18/2022,WI,Toss-up,iii,,,,
Cook,2022,11/19/2021,AK,Solid R,iii,,,,
Cook,2022,11/19/2021,AL,Solid R,iii,,,,
Cook,2022,11/19/2021,AR,Solid R,iii,,,,
Cook,2022,11/19/2021,AZ,Toss-up,iii,,,,
Cook,2022,11/19/2021,CA,Solid D,iii,,,,
Cook,2022,11/19/2021,CO,Solid D,iii,,,,
Cook,2022,11/19/2021,CT,Solid D,iii,,,,
Cook,2022,11/19/2021,FL,Lean R,iii,,,,
Cook,2022,11/19/2021,GA,Toss-up,iii,,,,
Cook,2022,11/19/2021,HI,Solid D,iii,,,,
Cook,2022,11/19/2021,IA,Solid R,iii,,,,
Cook,2022,11/19/2021,ID,Solid R,iii,,,,
Cook,2022,11/19/2021,IL,Solid D,iii,,,,
Cook,2022,11/19/2021,IN,Solid R,iii,,,,
Cook,2022,11/19/2021,KS,Solid R,iii,,,,
Cook,2022,11/19/2021,KY,Solid R,iii,,,,
Cook,2022,11/19/2021,LA,Solid R,iii,,,,
Cook,2022,11/19/2021,MD,Solid D,iii,,,,
Cook,2022,11/19/2021,MO,Solid R,iii,,,,
Cook,2022,11/19/2021,NC,Toss-up,iii,,,,
Cook,2022,11/19/2021,ND,Solid R,iii,,,,
Cook,2022,11/19/2021,NH,Lean D,iii,,,,
Cook,2022,11/19/2021,NV,Toss-up,iii,,,,
Cook,2022,11/19/2021,NY,Solid D,iii,,,,
Cook,2022,11/19/2021,OH,Lean R,iii,,,,
Cook,2022,11/19/2021,OK,Solid R,iii,,,,
Cook,2022,11/19/2021,OR,Solid D,iii,,,,
Cook,2022,11/19/2021,PA,Toss-up,iii,,,,
Cook,2022,11/19/2021,SC,Solid R,iii,,,,
Cook,2022,11/19/2021,SD,Solid R,iii,,,,
Cook,2022,11/19/2021,UT,Solid R,iii,,,,
Cook,2022,11/19/2021,VT,Solid D,iii,,,,
Cook,2022,11/19/2021,WA,Solid D,iii,,,,
Cook,2022,11/19/2021,WI,Toss-up,iii,,,,
Rothenberg,2006,10/13/06,AZ,Clear Advantage for Incumbent Party,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,CA,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,CT,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,DE,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,FL,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,HI,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,IN,Currently Safe,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MA,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MD,Narrow Advantage for Incumbent Party,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,ME,Currently Safe,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MI,Clear Advantage for Incumbent Party,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MN,Clear Advantage for Incumbent Party,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MO,Toss-up,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MS,Currently Safe,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,MT,Lean Takeover,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,ND,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,NE,Clear Advantage for Incumbent Party,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,NJ,Toss-up,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,NM,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,NV,Currently Safe,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,NY,Currently Safe,i,D,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,OH,Toss-up,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,PA,Likely Takeover,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,RI,Lean Takeover,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
Rothenberg,2006,10/13/06,TN,Toss-up,i,R,manual,http://www.insideelections.com/ratings/senate/2006-senate-ratings2,
